UPM;VIV_SEL;HOGAR;P2_4;P2_5;P2_6;P2_7;P2_8;P2_9_1;P2_9_2;P2_9_3;P2_9_4;P2_9_5;P2_9_6;P5_2;P5_3;P5_4;P6_1_1;P6_1_2;P6_1_3;P6_1_4;P6_1_5;P6_1_6;P6_1_7;P6_1_8;P6_1_9;P6_1_10;P6_1_11;P6_1_12;P6_1_13;P6_1_14;P6_1_15;P7_1_1;P7_1_2;P7_1_3;P7_1_4;P7_1_5;P7_1_6;P7_1_7;P7_1_8;P7_1_9;P7_1_10;P7_1_11;P7_1_12;P7_1_13;P7_1_14;P7_1_15;P7_1_16;P7_2_1;P7_2_2;P7_2_3;P7_2_4;P7_2_5;P7_2_6;P7_2_7;P7_2_8;P7_2_9;P7_3_1;P7_3_1M;P7_3_2;P7_3_2M;P7_3_3;P7_3_3M;P7_3_4;P7_3_4M;P7_3_5;P7_3_5M;P7_3_6;P7_3_6M;P7_4;P7_5;NUMREN;PA_2;PA_3_1;PA_3_2;P5_1_01;P5_1_02;P5_1_03;P5_1_04;P5_1_05;P5_1_06;P5_1_07;P5_1_08;P5_1_09;P5_1_10;P5_1_11;P5_1_12;P5_1_13;P5_1_14;P5_1_15;P5_1_16;P5_1_17;P5_1_18;P5_1_19;ENT;DOMINIO;REGION;EST_DIS;UPM_DIS;ESTRATO;FAC_HOGAR
00322;04;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;0000;0000;0015;0000;0000;0000;0300;0000;0050;0000;0000;0000;0000;0000;0000;0200;000000;000000;000000;000000;000080;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;031;00322;4;146
00323;01;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;0100;0200;0040;0000;0200;0060;0300;0220;0020;0000;0000;0052;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;030;00323;3;140
00323;02;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;2;1;2;1;2;1;1;2;1;2;2;0000;0100;0020;0000;0000;0000;0100;0056;0000;0000;0000;0035;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;030;00323;3;140
00323;03;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;2;1;1;2;1;1;1;1;1;1;1;0070;0050;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0700;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;030;00323;3;140
00323;04;1;05;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;2;1;2;2;1;1;1;1;1;1;1;0200;0200;0140;0350;0300;0070;0500;0400;0040;0050;0070;0150;0000;0000;0000;0000;003000;000000;000000;000000;000000;000000;000000;012000;000000;2; ;2; ;2; ;1;020000;2; ;2; ;03;999999;04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;030;00323;3;140
00324;01;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;2;1;2;2;1;1;2;1;2;1;2;0000;0000;0100;0000;0000;0040;0000;0000;0050;0000;0000;0025;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;029;00324;2;166
00324;02;1;05;2; ; ;2; ; ; ; ; ; ;1;1;030030013072801;1;1;1;1;1;1;2;2;1;1;1;1;2;1;2;0000;0300;0100;0000;0050;0100;0000;0000;0050;0000;0000;0060;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;029;00324;2;166
00324;03;1;05;2; ; ;2; ; ; ; ; ; ;1;1;0300300010194002;1;2;2;1;2;1;2;2;1;1;1;1;2;2;1;0120;0100;0080;0000;0060;0055;0050;0050;0100;0000;0000;0050;0000;0000;0000;0100;000000;000000;000000;000000;000000;001000;000000;000000;000000;2; ;2; ;2; ;1;001500;2; ;2; ;01;000000;03; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;029;00324;2;166
00383;11;1;02;2; ; ;2; ; ; ; ; ; ;1;1;0300800540422902;1;2;2;1;2;1;1;2;1;1;1;1;2;1;1;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0500;000000;000000;000000;000000;000000;004900;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00383;12;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;2;1;1;1;1;1;1;1;2;1;2;0200;0300;0140;0000;0000;0000;0130;0210;0060;0050;0000;0000;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00383;13;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;2;1;2;2;2;1;1;1;2;2;1;0400;0000;0000;0000;0000;0000;0000;0000;0050;0000;0000;0000;0294;0100;0000;0500;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00383;14;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;0030;0060;0120;0000;0042;0000;0600;0060;0000;0000;0000;0060;0150;0000;0000;0000;000000;000000;000000;000000;000000;000000;000450;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00383;15;1;06;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;2;1;1;2;1;1;1;1;2;2;2;0000;0200;0100;0100;0200;0200;0300;0160;0070;0000;0000;0050;0100;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00383;16;1;05;2; ; ;2; ; ; ; ; ; ;1;1;0300800540607602;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;0600;0250;0100;0300;0100;0100;0460;0280;0277;0000;0200;0060;0300;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00383;17;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0000;0000;0000;0000;0000;0000;0000;0000;0000;0100;0000;0050;0050;0000;0000;1050;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00383;17;2;01;2; ; ;2; ; ; ; ; ; ;2; ; ;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0000;0000;0020;0000;0000;0000;0000;0000;0027;0000;0000;0012;0016;0000;0005;0500;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00383;18;1;05;2; ; ;2; ; ; ; ; ; ;1;1;0300800540542302;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;0200;0500;0150;0300;0150;0100;1000;0350;0150;0000;0000;0100;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00383;19;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;0110;0160;0035;0070;0030;0048;0250;0130;0048;0100;0000;0060;0000;0000;0000;0080;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00383;20;1;06;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;1;1;1;2;2;1;1;1;1;2;2;1;0150;0150;0140;0070;0000;0050;0600;0150;0045;0020;0000;0100;0000;0000;0000;0080;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00383;2;152
00384;01;1;04;2; ; ;2; ; ; ; ; ; ;1;1;0300800540627901;1;1;2;2;2;1;2;2;2;1;1;1;2;1;2;0500;0250;0100;0050;0000;0050;0400;0000;0050;0000;0000;0000;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;1;003500;2; ;2; ;2; ;01;001500;01; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;02;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;2;1;2;2;1;1;1;1;1;2;1;0300;0200;0150;0050;0100;0100;0400;0200;0060;0000;0150;0000;0000;0000;0000;0250;000000;001200;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;03;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;0300;0200;0040;0024;0100;0000;0300;0030;0000;0000;0200;0045;0000;0100;0000;0000;000000;000000;000000;000000;000000;000000;000600;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;04;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0200;0000;0150;0100;0000;0000;0000;0100;0000;0000;0000;0020;0200;0100;0000;0600;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;05;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;2;2;2;2;2;1;2;2;1;1;1;1;2;1;2;0200;0100;0070;0050;0000;0000;0200;0000;0150;0000;0000;0000;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;1;010000;2; ;2; ;01;000000;03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;06;1;05;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;0600;0200;0040;0030;0050;0060;0500;0100;0060;0080;0000;0100;0060;0000;0100;0150;000000;000000;000000;000000;000000;000000;000000;000600;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;07;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;0000;0000;0000;0000;0000;0000;0000;0050;0060;0000;0100;0040;0100;0100;0000;1000;000000;000000;000000;000000;000000;000000;000000;000300;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;08;1;06;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;0500;0800;0020;0050;0050;0050;0600;0200;0040;0100;0100;0100;0000;0000;0000;0200;000000;000000;000000;000000;000400;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;09;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;1;2;2;1;2;1;1;2;1;1;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0200;0020;0000;0500;0000;0700;000000;000000;000000;000000;000000;000000;000180;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;11;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;1;1;1;2;1;1;1;1;2;2;2;0000;0000;0999;0999;0999;9999;9999;9999;9999;0999;9999;9999;9999;9999;9999;9999;000009;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;13;1;06;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;2;1;2;2;2;1;1;1;2;2;2;0100;0100;0200;0000;0060;0023;0100;0100;0100;0000;0000;0070;0000;0000;0000;0000;000000;000000;000000;000000;002500;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;14;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;2;1;1;2;2;1;1;1;2;2;2;0200;0200;0140;0000;0030;0000;0070;0000;9999;0000;0000;0020;0150;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;15;1;04;2; ; ;2; ; ; ; ; ; ;1;1;0300800540382302;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;0500;0200;0200;0000;0200;0050;0000;0000;0010;0000;0000;0150;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00384;16;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;2;1;1;2;1;1;1;1;1;2;2;0200;0100;0080;0060;0100;0100;0150;0130;0060;0030;0000;0038;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;1;022;00384;2;153
00406;04;1;04;2; ; ;2; ; ; ; ; ; ;1;1;030030458P001601;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;0000;0000;0020;0054;0000;0027;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;05;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0000;0000;0030;0000;0025;0000;0000;0000;0030;0000;0000;0030;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;06;1;03;2; ; ;2; ; ; ; ; ; ;1;1;0200304580115002;1;1;1;2;2;1;2;2;2;1;1;1;2;1;2;0150;0150;0128;0030;0100;0120;0250;0300;0065;0000;0000;0028;0000;0000;0000;0000;000000;000000;000000;000000;000800;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;07;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;1;2;2;1;1;1;1;2;2;2;0200;0030;0200;0100;0200;0100;0150;0150;0200;0000;0250;0150;0150;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;03;2;1;027;00406;1;105
00406;08;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;2;1;2;2;1;1;1;1;2;1;1;0100;0100;0100;0000;0100;0080;0000;0100;0072;0000;0000;0012;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;1;005000;2; ;2; ;01;000000;02; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;09;1;03;2; ; ;2; ; ; ; ; ; ;1;1;0317030202150081;1;1;2;2;2;1;2;2;2;2;1;1;2;1;2;0000;0000;0000;0000;0000;0040;0060;0037;0044;0000;0000;0000;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;03;2;1;027;00406;1;105
00406;10;1;07;2; ; ;2; ; ; ; ; ; ;1;1;030030458P0038;1;2;2;1;2;2;2;2;2;1;2;1;2;2;2;0200;0100;0300;0050;0100;0150;0500;0070;0100;0200;0100;0140;0090;0200;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;11;1;04;2; ; ;2; ; ; ; ; ; ;1;1;0000;1;1;2;1;2;1;2;2;1;1;1;1;2;2;2;0250;0150;0200;0050;0000;0000;0200;0100;0060;0000;0000;0042;0060;0000;0000;0120;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;12;1;04;2; ; ;2; ; ; ; ; ; ;1;1;0300304580122002;1;2;2;2;2;1;2;2;2;1;1;1;2;1;2;0000;0100;0000;0030;0055;0050;0200;0040;0060;0000;0000;0045;0100;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;13;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;0060;0100;0070;0030;0040;0040;0300;0140;0060;0100;0200;0080;0200;0000;0060;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;03;2;1;027;00406;1;105
00406;14;1;05;2; ; ;2; ; ; ; ; ; ;1;1;0300304580114402;1;2;1;2;2;1;2;2;1;1;1;1;2;2;2;0050;0040;0100;0020;0100;0080;0040;0030;0040;0040;0000;0060;0080;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;15;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;0000;0000;0000;0000;0000;0030;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;17;1;02;2; ; ;2; ; ; ; ; ; ;1;2; ;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0100;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0500;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;18;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;2;1;2;2;2;1;1;1;2;2;2;0080;0080;0120;0000;0080;0070;0000;0040;0070;0000;0000;0030;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;19;1;05;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;2;1;2;2;2;1;1;1;1;2;2;0120;0000;0030;0000;0030;0040;0100;0030;0060;0000;0000;0030;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;000500;2; ;2; ;2; ;2; ;2; ;01;000000;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00406;20;1;04;2; ; ;2; ; ; ; ; ; ;1;2; ;1;2;1;2;2;1;2;2;1;2;1;1;2;2;2;0000;0100;0040;0000;0030;0050;0070;0040;0050;0000;0000;0030;0050;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00406;1;105
00407;01;1;02;2; ; ;2; ; ; ; ; ; ;1;1;0000000000;1;1;1;1;1;2;1;2;1;1;1;1;2;1;2;0400;0500;0020;0000;0000;0100;0240;0000;0000;0000;0000;0100;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;03;2;1;027;00407;1;72
00407;02;1;02;2; ; ;2; ; ; ; ; ; ;1;1;0300302410000701;2;2;1;2;1;2;1;2;2;1;1;1;2;2;2;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ;1; ; ;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;03;2;1;027;00407;1;72
00407;03;1;02;2; ; ;2; ; ; ; ; ; ;1;2; ;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;000000;000000;000000;000000;000000;000100;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;01;999999;02; ; ; ;1; ; ;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;03;2;1;027;00407;1;72
00407;04;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;2;2;2;2;2;1;2;2;1;2;2;1;1;2;2;0000;0200;0000;0100;0500;0000;0200;0000;0000;0000;0000;0000;0050;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00407;1;72
00407;06;1;03;2; ; ;2; ; ; ; ; ; ;1;2; ;2;2;2;1;2;1;2;2;2;2;1;1;2;2;2;0000;0050;0180;0025;0000;0026;0180;0150;0060;0000;0000;0000;0050;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00407;1;72
00407;07;1;06;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;0050;0100;0120;0026;0200;0050;0150;0030;0000;0000;0150;0013;0060;0000;0040;0000;000000;000000;000000;000000;000250;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;01;000000;03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;03;2;1;027;00407;1;72
00407;09;1;07;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;1;2;2;2;2;1;1;2;1;2;0000;0100;0100;0000;0080;0030;0300;0150;0060;0100;0000;0050;0000;0200;0000;0500;000000;000000;000000;000000;000600;000000;001200;000000;000000;2; ;2; ;2; ;1;001200;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00407;1;72
00407;11;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;2;1;1;1;1;1;1;1;2;1;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;03;2;1;027;00407;1;72
